-0.306635-0j -0.00643125-0j -0.242191-0j 0.235015-0j -0.209744-0j -0.00513704-0j 0.293813-0j -0.194185-0j -0.187601-0j -0.00448397-0j -0.138733-0j 0.190384-0j -0.00419437-0j 0.238825-0j -0.00290595-0j -0.17303-0j 0.167903-0j -0.164151-0j -0.0029966-0j -0.109434-0j 0.159286-0j 0.242383-0j -0.105959-0j 0.155675-0j -0.00379044-0j -0.00259513-0j -0.0677087-0j 0.216794-0j -0.00244672-0j 0.148429-0j 0.1138-0j -0.107057-0j 0.201886-0j -0.0582743-0j 0.146915-0j 0.088016-0j 0.0565475-0j -0.00151383-0j 0.184296-0j -0.00174802-0j 0.149967-0j -0.0312249-0j 0.14139-0j 0.136216-0j 0.0605993-0j 0.0908104-0j 0.0451252-0j -0.00034201-0j 0.131667-0j 0.0437403-0j 0.0811799-0j 0.056186-0j 0.0217259-0j 0.032239-0j 0.0102454-0j 0.00174564-0j 
5.64428e-05-0j -0.000174698-0j -4.28708e-05-0j 0.000211161-0j 3.86079e-05-0j 0.00013419-0j 3.40999e-05-0j 3.5744e-05-0j 3.4532e-05-0j -0.000121803-0j -7.46514e-05-0j -0.000164499-0j -0.000113936-0j -0.000207121-0j -7.89371e-05-0j -3.06284e-05-0j 0.00015086-0j -2.90566e-05-0j 0.000237955-0j 2.01437e-05-0j 0.000143119-0j -2.70521e-05-0j 1.9504e-05-0j -0.000136326-0j 9.90144e-05-0j 6.77905e-05-0j -6.08823e-05-0j 2.51611e-05-0j -6.64626e-05-0j 1.72267e-05-0j -0.000298904-0j -5.76068e-05-0j 0.000168371-0j -1.03153e-05-0j -0.00012694-0j 0.000101879-0j 5.08079e-05-0j 0.000200877-0j -0.000159831-0j 0.000138807-0j -5.08804e-05-0j -3.93516e-05-0j -1.57804e-05-0j 0.000114711-0j -0.000265977-0j -7.95237e-05-0j 0.000283448-0j 8.18317e-05-0j 0.000333807-0j -3.47568e-05-0j -9.03622e-05-0j 0.000240353-0j 0.000337616-0j -0.000591983-0j -0.000295325-0j 0.000137101-0j 
0.000102014-0j -0.000527673-0j 8.05746e-05-0j 0.0014704-0j 6.97797e-05-0j -0.000421486-0j -0.00217526-0j 6.46034e-05-0j 6.24128e-05-0j -0.000367903-0j 4.61549e-05-0j 0.00119116-0j -0.000344142-0j 0.000834985-0j -0.000238428-0j 5.75653e-05-0j 0.0010505-0j 5.46112e-05-0j -0.000245867-0j 3.64075e-05-0j 0.000996594-0j -0.0017945-0j 3.52514e-05-0j 0.00185663-0j -0.000310999-0j -0.000212927-0j 2.2526e-05-0j -0.00160505-0j -0.000200749-0j -0.0010989-0j 0.000712001-0j 3.56167e-05-0j 0.000705838-0j 1.93873e-05-0j 0.00091919-0j -0.000885849-0j 0.000353796-0j -0.000124207-0j 0.000644339-0j -0.000143422-0j -0.00111029-0j 1.03882e-05-0j -0.00104679-0j 0.00162455-0j 0.000379146-0j 0.00108303-0j -0.00248476-0j -2.80614e-05-0j 0.000460338-0j -0.000323834-0j -0.000817046-0j 0.000670092-0j -0.000959099-0j -0.0017752-0j 0.00214393-0j 0.00513916-0j 
7.28521e-07-0j 1.52797e-08-0j -5.53345e-07-0j -5.58363e-07-0j -9.68899e-07-0j -1.17368e-08-0j -6.98058e-07-0j 4.61357e-07-0j 4.45713e-07-0j -2.07134e-08-0j -9.63545e-07-0j 4.34977e-07-0j 9.96525e-09-0j -5.67414e-07-0j 6.90412e-09-0j 7.68645e-07-0j 7.75615e-07-0j -3.75042e-07-0j -2.08124e-08-0j -1.27104e-06-0j -3.78443e-07-0j 5.53782e-07-0j -4.8947e-07-0j -3.69862e-07-0j 1.68381e-08-0j -5.92921e-09-0j -7.85823e-07-0j 1.00147e-06-0j -2.8418e-08-0j -3.52646e-07-0j 7.90378e-07-0j 1.44569e-06-0j 4.61256e-07-0j 1.04289e-06-0j -6.52635e-07-0j -2.09114e-07-0j 1.05235e-06-0j -1.75694e-08-0j 8.51341e-07-0j 5.9351e-08-0j 1.04157e-06-0j 9.87562e-07-0j -1.57922e-06-0j 3.11217e-07-0j -1.36746e-06-0j 1.05474e-06-0j -1.07211e-07-0j -7.1573e-09-0j -1.77803e-06-0j 7.11504e-07-0j -3.60623e-07-0j 6.52092e-07-0j 1.00361e-07-0j 2.23911e-07-0j 2.3408e-08-0j -4.69095e-10-0j 
4.88809e-05-0j -0.000151293-0j -3.71272e-05-0j 0.00018287-0j 3.34355e-05-0j 0.000116212-0j 2.95314e-05-0j 3.09552e-05-0j 2.99056e-05-0j -0.000105484-0j -6.465e-05-0j -0.00014246-0j -9.86713e-05-0j -0.000179372-0j -6.83615e-05-0j -2.6525e-05-0j 0.000130649-0j -2.51638e-05-0j 0.000206075-0j 1.74449e-05-0j 0.000123945-0j -2.34278e-05-0j 1.6891e-05-0j -0.000118062-0j 8.5749e-05-0j 5.87083e-05-0j -5.27256e-05-0j 2.17902e-05-0j -5.75583e-05-0j 1.49187e-05-0j -0.000258858-0j -4.9889e-05-0j 0.000145814-0j -8.93328e-06-0j -0.000109933-0j 8.82298e-05-0j 4.4001e-05-0j 0.000173964-0j -0.000138418-0j 0.000120211-0j -4.40638e-05-0j -3.40795e-05-0j -1.36662e-05-0j 9.93423e-05-0j -0.000230343-0j -6.88696e-05-0j 0.000245474-0j 7.08683e-05-0j 0.000289086-0j -3.01002e-05-0j -7.8256e-05-0j 0.000208152-0j 0.000292384-0j -0.000512672-0j -0.000255759-0j 0.000118733-0j 
2.57571e-07-0j 2.72942e-07-0j -9.93789e-07-0j 2.05548e-07-0j 1.76184e-07-0j -1.065e-06-0j 1.27176e-07-0j 1.63114e-07-0j 1.57583e-07-0j 1.903e-07-0j 1.43553e-06-0j -8.13404e-07-0j 1.78009e-07-0j 6.86829e-08-0j 1.23329e-07-0j -7.09997e-07-0j 1.4685e-07-0j -6.73563e-07-0j 1.56662e-06-0j 9.19237e-08-0j 1.39314e-07-0j -5.12503e-07-0j 8.90047e-08-0j 3.35208e-08-0j -7.85823e-07-0j -5.38016e-07-0j 4.16269e-07-0j 9.38387e-08-0j 1.03839e-07-0j 6.4247e-08-0j 1.22607e-06-0j 1.10776e-06-0j -2.83619e-07-0j -2.39118e-07-0j -6.27686e-07-0j 1.51463e-08-0j 4.94574e-08-0j 4.70226e-07-0j 5.30011e-08-0j 9.13859e-07-0j 7.99626e-07-0j -1.70944e-06-0j -2.9896e-07-0j -1.43279e-07-0j 3.87917e-07-0j 1.95538e-08-0j 6.46681e-09-0j -3.63531e-06-0j 4.66449e-07-0j -1.23394e-06-0j -6.82422e-08-0j 8.85479e-08-0j 2.66742e-09-0j 5.69128e-08-0j -5.37469e-09-0j -3.25214e-09-0j 
9.87543e-06-0j -1.00505e-05-0j -2.28016e-05-0j -7.87464e-06-0j 6.75498e-06-0j 2.34681e-05-0j 4.30842e-06-0j 6.2539e-06-0j 6.04184e-06-0j -7.00739e-06-0j 3.7957e-06-0j 1.86482e-05-0j -6.55482e-06-0j 1.23452e-05-0j -4.54131e-06-0j -1.62903e-05-0j -5.62591e-06-0j -1.54543e-05-0j -3.97834e-06-0j 3.52441e-06-0j -5.33721e-06-0j -1.03902e-05-0j 3.41249e-06-0j 1.33842e-05-0j 1.73163e-05-0j 1.18557e-05-0j 2.68619e-05-0j 3.17903e-06-0j -3.82364e-06-0j 2.17653e-06-0j -3.23933e-06-0j 2.92906e-06-0j -3.05068e-05-0j -5.48637e-06-0j 1.43904e-05-0j 1.04888e-05-0j -1.89474e-06-0j -2.91425e-05-0j 9.52649e-06-0j -2.3207e-06-0j 1.86819e-06-0j 3.16606e-05-0j -6.06092e-06-0j -3.42353e-05-0j -2.50127e-05-0j 7.80747e-06-0j 6.85086e-06-0j -3.11842e-05-0j 5.78195e-06-0j 2.01936e-05-0j -2.82803e-05-0j 5.95059e-05-0j 4.00102e-06-0j 4.15802e-06-0j -6.47841e-06-0j 4.89217e-07-0j 
-1.47245e-05-0j 7.61631e-05-0j -1.16299e-05-0j -0.000212234-0j -1.00718e-05-0j 6.08362e-05-0j 0.000313972-0j -9.3247e-06-0j -9.00852e-06-0j 5.31022e-05-0j -6.66189e-06-0j -0.000171929-0j 4.96725e-05-0j -0.00012052-0j 3.44142e-05-0j -8.30884e-06-0j -0.000151627-0j -7.88245e-06-0j 3.54878e-05-0j -5.25497e-06-0j -0.000143846-0j 0.000259013-0j -5.0881e-06-0j -0.000267981-0j 4.48889e-05-0j 3.07333e-05-0j -3.25135e-06-0j 0.000231669-0j 2.89757e-05-0j 0.000158613-0j -0.000102769-0j -5.14083e-06-0j -0.000101879-0j -2.79831e-06-0j -0.000132674-0j 0.000127861-0j -5.10661e-05-0j 1.79278e-05-0j -9.30023e-05-0j 2.07012e-05-0j 0.000160256-0j -1.49941e-06-0j 0.000151091-0j -0.000234483-0j -5.47251e-05-0j -0.000156322-0j 0.000358644-0j 4.05031e-06-0j -6.64441e-05-0j 4.67414e-05-0j 0.00011793-0j -9.67194e-05-0j 0.000138434-0j 0.000256228-0j -0.00030945-0j -0.000742258-0j 
-4.24971e-07-0j 8.73925e-07-0j -3.35658e-07-0j -2.99659e-07-0j 5.65191e-07-0j 6.98058e-07-0j -8.01951e-07-0j -2.69125e-07-0j -2.59999e-07-0j -1.1847e-06-0j -1.92272e-07-0j -2.42752e-07-0j 5.69962e-07-0j -1.38659e-07-0j 3.94881e-07-0j 4.66259e-07-0j 4.16253e-07-0j -2.27499e-07-0j 4.072e-07-0j 7.41442e-07-0j -2.03101e-07-0j -6.61576e-07-0j 2.85524e-07-0j 6.94767e-07-0j -1.00147e-06-0j 3.52646e-07-0j -9.38387e-08-0j 1.15052e-06-0j -1.62536e-06-0j -4.05131e-07-0j -1.45102e-07-0j 2.88483e-07-0j -1.17213e-07-0j 6.32618e-07-0j 3.64222e-07-0j 1.07922e-06-0j 5.64771e-07-0j 2.0571e-07-0j 2.08042e-07-0j -1.16122e-06-0j -4.09329e-07-0j 8.41408e-08-0j 1.88662e-06-0j 6.07921e-07-0j 1.50234e-07-0j -1.98127e-06-0j 1.02748e-06-0j 4.64749e-08-0j 1.48632e-07-0j -1.19388e-07-0j -1.93538e-06-0j 2.50755e-07-0j -1.5193e-06-0j 7.34065e-07-0j 5.31154e-07-0j 1.65541e-07-0j 
-1.27518e-05-0j 6.59592e-05-0j -1.00718e-05-0j -0.0001838-0j -8.72246e-06-0j 5.26857e-05-0j 0.000271907-0j -8.07543e-06-0j -7.80161e-06-0j 4.59878e-05-0j -5.76937e-06-0j -0.000148895-0j 4.30177e-05-0j -0.000104373-0j 2.98035e-05-0j -7.19566e-06-0j -0.000131313-0j -6.82641e-06-0j 3.07333e-05-0j -4.55094e-06-0j -0.000124574-0j 0.000224312-0j -4.40643e-06-0j -0.000232078-0j 3.88749e-05-0j 2.66158e-05-0j -2.81575e-06-0j 0.000200631-0j 2.50937e-05-0j 0.000137363-0j -8.90002e-05-0j -4.45209e-06-0j -8.82298e-05-0j -2.42341e-06-0j -0.000114899-0j 0.000110731-0j -4.42245e-05-0j 1.55259e-05-0j -8.05424e-05-0j 1.79278e-05-0j 0.000138786-0j -1.29853e-06-0j 0.000130849-0j -0.000203069-0j -4.73933e-05-0j -0.000135379-0j 0.000310595-0j 3.50767e-06-0j -5.75423e-05-0j 4.04793e-05-0j 0.000102131-0j -8.37615e-05-0j 0.000119887-0j 0.0002219-0j -0.000267991-0j -0.000642815-0j 
-5.76067e-06-0j 1.78301e-05-0j 4.37548e-06-0j -2.15515e-05-0j -3.94041e-06-0j -1.36958e-05-0j -3.48031e-06-0j -3.64811e-06-0j -3.52441e-06-0j 1.24314e-05-0j 7.61908e-06-0j 1.67891e-05-0j 1.16285e-05-0j 2.11392e-05-0j 8.05648e-06-0j 3.126e-06-0j -1.53971e-05-0j 2.96558e-06-0j -2.42862e-05-0j -2.0559e-06-0j -1.4607e-05-0j 2.76099e-06-0j -1.99062e-06-0j 1.39138e-05-0j -1.01056e-05-0j -6.91884e-06-0j 6.21377e-06-0j -2.568e-06-0j 6.78331e-06-0j -1.75819e-06-0j 3.05068e-05-0j 5.87947e-06-0j -1.71843e-05-0j 1.0528e-06-0j 1.29558e-05-0j -1.0398e-05-0j -5.18556e-06-0j -2.05019e-05-0j 1.63127e-05-0j -1.4167e-05-0j 5.19296e-06-0j 4.01631e-06-0j 1.61058e-06-0j -1.17076e-05-0j 2.71462e-05-0j 8.11635e-06-0j -2.89293e-05-0j -8.35191e-06-0j -3.40691e-05-0j 3.54735e-06-0j 9.22256e-06-0j -2.45309e-05-0j -3.44578e-05-0j 6.0419e-05-0j 3.01415e-05-0j -1.40027e-05-0j 
-4.5075e-07-0j 4.58742e-07-0j 1.04075e-06-0j 3.59426e-07-0j -3.08321e-07-0j -1.07117e-06-0j -1.96651e-07-0j -2.8545e-07-0j -2.75771e-07-0j 3.19842e-07-0j -1.73249e-07-0j -8.51172e-07-0j 2.99185e-07-0j -5.63477e-07-0j 2.07282e-07-0j 7.43546e-07-0j 2.56787e-07-0j 7.0539e-07-0j 1.81586e-07-0j -1.60866e-07-0j 2.43609e-07-0j 4.74243e-07-0j -1.55758e-07-0j -6.10904e-07-0j -7.90378e-07-0j -5.41135e-07-0j -1.22607e-06-0j -1.45102e-07-0j 1.74525e-07-0j -9.93446e-08-0j 1.47855e-07-0j -1.33693e-07-0j 1.39244e-06-0j 2.50417e-07-0j -6.5683e-07-0j -4.78745e-07-0j 8.64826e-08-0j 1.33017e-06-0j -4.34823e-07-0j 1.05925e-07-0j -8.52709e-08-0j -1.4451e-06-0j 2.76642e-07-0j 1.56262e-06-0j 1.14167e-06-0j -3.5636e-07-0j -3.12698e-07-0j 1.42336e-06-0j -2.63909e-07-0j -9.21705e-07-0j 1.29081e-06-0j -2.71606e-06-0j -1.82621e-07-0j -1.89787e-07-0j 2.95698e-07-0j -2.46054e-08-0j 
2.62937e-07-0j -8.13827e-07-0j -1.99713e-07-0j 9.83687e-07-0j 1.79854e-07-0j 6.25123e-07-0j 1.58854e-07-0j 1.66513e-07-0j 1.60866e-07-0j -5.67414e-07-0j -3.47762e-07-0j -7.66315e-07-0j -5.30767e-07-0j -9.6487e-07-0j -3.67726e-07-0j -1.42682e-07-0j 7.0278e-07-0j -1.3536e-07-0j 1.10851e-06-0j 9.38387e-08-0j 6.66715e-07-0j -1.26022e-07-0j 9.0859e-08-0j -6.35073e-07-0j 4.61256e-07-0j 3.15801e-07-0j -2.83619e-07-0j 1.17213e-07-0j -3.09614e-07-0j 8.02499e-08-0j -1.39244e-06-0j -2.6836e-07-0j 7.84352e-07-0j -4.80534e-08-0j -5.91348e-07-0j 4.746e-07-0j 2.36688e-07-0j 9.35779e-07-0j -7.44569e-07-0j 6.4663e-07-0j -2.37025e-07-0j -1.83318e-07-0j -7.35126e-08-0j 5.34377e-07-0j -1.23905e-06-0j -3.70459e-07-0j 1.32044e-06-0j 3.81211e-07-0j 1.55503e-06-0j -1.61914e-07-0j -4.2095e-07-0j 1.11968e-06-0j 1.57278e-06-0j -2.75774e-06-0j -1.37577e-06-0j 6.3785e-07-0j 
1.50281e-06-0j -7.77336e-06-0j 1.18698e-06-0j 2.1661e-05-0j 1.02795e-06-0j -6.20907e-06-0j -3.20446e-05-0j 9.51698e-07-0j 9.19428e-07-0j -5.41972e-06-0j 6.79926e-07-0j 1.75474e-05-0j -5.06968e-06-0j 1.23005e-05-0j -3.51238e-06-0j 8.48017e-07-0j 1.54754e-05-0j 8.045e-07-0j -3.62196e-06-0j 5.36333e-07-0j 1.46812e-05-0j -2.64354e-05-0j 5.19302e-07-0j 2.73507e-05-0j -4.58145e-06-0j -3.13671e-06-0j 3.31839e-07-0j -2.36446e-05-0j -2.95732e-06-0j -1.61883e-05-0j 1.04888e-05-0j 5.24684e-07-0j 1.0398e-05-0j 2.85602e-07-0j 1.35409e-05-0j -1.30498e-05-0j 5.21191e-06-0j -1.82975e-06-0j 9.49201e-06-0j -2.11281e-06-0j -1.63561e-05-0j 1.53033e-07-0j -1.54207e-05-0j 2.39319e-05-0j 5.58536e-06-0j 1.59546e-05-0j -3.6604e-05-0j -4.13383e-07-0j 6.78142e-06-0j -4.77053e-06-0j -1.20362e-05-0j 9.87139e-06-0j -1.41289e-05-0j -2.61511e-05-0j 3.15831e-05-0j 7.61053e-05-0j 
-6.85937e-08-0j 3.54804e-07-0j -5.41778e-08-0j -9.88685e-07-0j -4.69194e-08-0j 2.83404e-07-0j 1.46263e-06-0j -4.34389e-08-0j -4.1966e-08-0j 2.47375e-07-0j -3.10342e-08-0j -8.00926e-07-0j 2.31398e-07-0j -5.61438e-07-0j 1.60317e-07-0j -3.87065e-08-0j -7.06351e-07-0j -3.67202e-08-0j 1.65319e-07-0j -2.44801e-08-0j -6.70103e-07-0j 1.20661e-06-0j -2.37028e-08-0j -1.24838e-06-0j 2.09114e-07-0j 1.4317e-07-0j -1.51463e-08-0j 1.07922e-06-0j 1.34982e-07-0j 7.38893e-07-0j -4.78745e-07-0j -2.39484e-08-0j -4.746e-07-0j -1.30359e-08-0j -6.18057e-07-0j 5.95639e-07-0j -2.3789e-07-0j 8.35161e-08-0j -4.33249e-07-0j 9.64361e-08-0j 7.4655e-07-0j -6.98496e-09-0j 7.03854e-07-0j -1.09233e-06-0j -2.54935e-07-0j -7.28223e-07-0j 1.67073e-06-0j 1.88683e-08-0j -3.09528e-07-0j 2.17744e-07-0j 5.49376e-07-0j -4.50565e-07-0j 6.48652e-07-0j 1.19363e-06-0j -1.4484e-06-0j -3.54644e-07-0j 
