-0.216755-0j -0.229691-0j 0.164635-0j -0.172976-0j -0.148265-0j 0.176432-0j -0.107023-0j -0.137267-0j -0.132612-0j -0.160144-0j 0.286681-0j 0.134752-0j -0.149801-0j -0.0577991-0j -0.103785-0j 0.117621-0j -0.12358-0j 0.111585-0j 0.31286-0j -0.077357-0j -0.117238-0j 0.0849035-0j -0.0749006-0j -0.028209-0j 0.130183-0j 0.0891301-0j 0.233804-0j -0.0789686-0j -0.0873841-0j -0.0540661-0j 0.244852-0j 0.221226-0j 0.0469855-0j 0.0396134-0j 0.103985-0j -0.0127462-0j -0.0416201-0j 0.26411-0j -0.0446023-0j 0.182502-0j 0.159689-0j 0.151121-0j 0.049527-0j 0.0237362-0j 0.21788-0j -0.0164552-0j -0.00544205-0j 0.107591-0j 0.093152-0j 0.109085-0j 0.0113053-0j 0.0497343-0j -0.00224473-0j 0.0113657-0j 0.000890394-0j -0.000126143-0j 
0.00242247-0j -0.00749788-0j 0.00191336-0j 0.00906281-0j -0.00322177-0j -0.00598902-0j 0.00146354-0j 0.0015341-0j 0.00148208-0j 0.0101642-0j 0.00109601-0j 0.00734171-0j -0.00489001-0j -0.00888945-0j -0.0033879-0j -0.00265782-0j -0.0125891-0j 0.00129682-0j -0.00349359-0j -0.00422646-0j 0.00614252-0j 0.00120736-0j -0.00162758-0j -0.00585099-0j 0.00859212-0j -0.00302554-0j 0.000534911-0j -0.00209965-0j 0.0139449-0j 0.000739351-0j 0.00438843-0j -0.00164444-0j -0.00751452-0j -0.00360612-0j -0.0110154-0j 0.00437254-0j -0.0170808-0j -0.0017649-0j 0.0133376-0j 0.00996271-0j 0.000747013-0j -0.000479629-0j -0.00344302-0j -0.00511962-0j -0.00454363-0j 0.0166853-0j 0.0121653-0j -0.000398733-0j 0.00952886-0j 0.000217879-0j -0.00784131-0j -0.00211174-0j -0.0281735-0j 0.00869133-0j 0.0131806-0j 0.00588422-0j 
-0.000765892-0j -1.60636e-05-0j -0.00060493-0j 0.000587005-0j 0.00256109-0j -1.2831e-05-0j 0.000733866-0j -0.000485023-0j -0.000468577-0j 5.47517e-05-0j -0.000346517-0j 0.000475528-0j -1.04764e-05-0j 0.000596521-0j -7.25829e-06-0j 0.00211279-0j -0.00205018-0j -0.000410005-0j -7.48473e-06-0j -0.0017933-0j 0.000397855-0j 0.000605409-0j 0.00129381-0j 0.000388835-0j 4.62833e-05-0j -6.48196e-06-0j -0.000169118-0j -0.00264717-0j -4.00945e-05-0j 0.000370736-0j 0.000284242-0j 0.00130722-0j 0.000504257-0j -0.00514507-0j -0.00179391-0j 0.000219841-0j 0.00499261-0j -3.78114e-06-0j -0.00225035-0j -2.86449e-05-0j 0.000374578-0j 0.000381273-0j 0.00231697-0j 0.00034023-0j -0.000739949-0j 0.00148811-0j 0.000112711-0j -8.54251e-07-0j -0.00160773-0j 0.000109252-0j -0.000991249-0j 0.000140338-0j -0.000265285-0j 8.05246e-05-0j 2.55903e-05-0j 4.36014e-06-0j 
-0.000109413-0j -0.000115943-0j -8.64186e-05-0j -8.73142e-05-0j 0.000145514-0j -9.26107e-05-0j -5.40229e-05-0j 0.000202894-0j -6.69396e-05-0j 0.000157173-0j -4.95025e-05-0j -7.07326e-05-0j 0.000221422-0j -2.91757e-05-0j -5.23885e-05-0j 0.000120043-0j 0.000121287-0j 0.000171513-0j -5.40229e-05-0j 0.000190892-0j 0.00017329-0j -4.45666e-05-0j -0.000504026-0j -1.42392e-05-0j 0.000132863-0j 0.000320781-0j -2.41598e-05-0j 7.75037e-05-0j -0.00063143-0j 0.000187122-0j -4.22796e-05-0j -0.000217488-0j -2.46631e-05-0j 0.000162874-0j -0.000310762-0j -6.43398e-06-0j 0.000164562-0j 7.99153e-05-0j -0.000128183-0j 0.000154057-0j 8.07435e-05-0j 2.16629e-05-0j 0.000127091-0j 3.64838e-05-0j 4.37749e-05-0j 4.06062e-05-0j 8.04392e-06-0j -6.16577e-06-0j 3.12743e-05-0j -8.04247e-06-0j 1.15381e-05-0j -5.13922e-06-0j 2.20309e-06-0j -1.96257e-06-0j -4.67376e-07-0j -6.3674e-08-0j 
0.000670156-0j -0.00137813-0j 0.000529314-0j 0.000472546-0j 0.000458399-0j -0.0011008-0j 0.00126463-0j -0.00124273-0j 0.000410005-0j -0.000960856-0j 0.000303203-0j 0.000382806-0j 0.00263189-0j 0.000218657-0j -0.000622706-0j 0.00037816-0j 0.000337603-0j -0.00105051-0j -0.000642133-0j 0.000239169-0j -0.000937849-0j 0.00104327-0j -0.00158778-0j -0.00109561-0j -0.000812241-0j 0.0038129-0j 0.000147979-0j 0.000933129-0j 0.00153527-0j -0.00438038-0j 0.000228818-0j -0.000685131-0j 0.000184838-0j 0.00012736-0j -0.000865007-0j -0.00170188-0j 0.000113701-0j 0.000949898-0j -0.000494089-0j -0.000374578-0j -0.00189014-0j 6.82426e-05-0j 0.000608574-0j 0.00280717-0j 0.000121847-0j -0.000639105-0j 0.00474454-0j -7.32883e-05-0j 0.000120549-0j 0.000188268-0j -0.00156969-0j -0.000395426-0j -0.00123223-0j -0.00115758-0j -0.000837601-0j -0.000252197-0j 
1.22328e-05-0j 1.29628e-05-0j -9.29133e-06-0j 9.76202e-06-0j 8.36745e-06-0j -9.95707e-06-0j 6.03994e-06-0j 7.74675e-06-0j -2.92879e-05-0j 9.03787e-06-0j -1.61791e-05-0j -7.60484e-06-0j 8.45416e-06-0j 3.26194e-06-0j -5.17001e-05-0j -6.63805e-06-0j 6.97432e-06-0j 2.46441e-05-0j -1.76565e-05-0j -1.70846e-05-0j -2.58925e-05-0j -4.7916e-06-0j 4.22708e-06-0j 1.592e-06-0j 2.87514e-05-0j -5.03013e-06-0j 5.16367e-05-0j -1.74406e-05-0j 4.93159e-06-0j 3.05127e-06-0j 5.40766e-05-0j -1.24851e-05-0j 1.03769e-05-0j -2.23561e-06-0j -5.86848e-06-0j -2.81505e-06-0j 2.34887e-06-0j -1.49053e-05-0j 2.51717e-06-0j -1.02996e-05-0j -9.01219e-06-0j -8.52862e-06-0j -2.7951e-06-0j -1.33957e-06-0j -1.22962e-05-0j 9.28664e-07-0j 3.07127e-07-0j -6.072e-06-0j -5.25711e-06-0j -6.15628e-06-0j -6.38024e-07-0j -2.8068e-06-0j 1.26683e-07-0j -6.41435e-07-0j -5.02501e-08-0j 7.11897e-09-0j 
0.000104874-0j -0.000106734-0j 8.28335e-05-0j -8.36263e-05-0j 7.17359e-05-0j -8.52547e-05-0j 4.57541e-05-0j 6.64145e-05-0j -0.000251092-0j -7.44164e-05-0j 4.74488e-05-0j -6.77451e-05-0j -6.96102e-05-0j 0.000131102-0j 0.000425691-0j 5.91791e-05-0j -5.97455e-05-0j -0.000219705-0j -4.97319e-05-0j -0.00014647-0j 0.000221808-0j 3.77452e-05-0j 3.62397e-05-0j 0.000142137-0j 0.000246176-0j -4.30691e-05-0j -9.06238e-05-0j -0.000132117-0j -4.0606e-05-0j 2.31141e-05-0j 0.000158467-0j 3.66152e-05-0j -0.000433697-0j 1.99308e-05-0j -5.22773e-05-0j -0.000435901-0j -2.01216e-05-0j -2.51237e-05-0j 0.000101168-0j -2.90103e-05-0j 2.33537e-05-0j 1.06794e-05-0j 2.2018e-05-0j 0.000124369-0j -2.15633e-05-0j 8.2913e-05-0j 7.27541e-05-0j -5.67604e-06-0j 7.22783e-05-0j 6.81148e-06-0j 0.000102736-0j 5.12998e-05-0j 4.24896e-05-0j 5.19781e-05-0j 2.35347e-05-0j 5.19534e-06-0j 
0.00296691-0j -0.00610125-0j -0.00685037-0j 0.00209205-0j 0.00202942-0j 0.0142465-0j 0.00559877-0j 0.00187888-0j 0.00181517-0j -0.00425389-0j 0.00114036-0j -0.00495427-0j -0.00397915-0j 0.000968038-0j -0.00275684-0j -0.00489414-0j 0.00149463-0j -0.00464299-0j -0.00241508-0j 0.00105885-0j 0.00141793-0j -0.013502-0j 0.00102523-0j -0.00485047-0j 0.010512-0j 0.00719708-0j 0.00807019-0j 0.00413114-0j -0.00232117-0j 0.0028284-0j 0.000860592-0j 0.000879986-0j -0.00239217-0j -0.00164829-0j -0.0038231-0j -0.00753452-0j 0.000503374-0j -0.0176912-0j 0.000747013-0j -0.0014088-0j 0.00242771-0j 0.0095119-0j -0.00787615-0j 0.0124069-0j 0.0066451-0j -0.00282944-0j -0.00717327-0j -0.0189306-0j 0.000453388-0j 0.0262415-0j 0.0203149-0j -0.021565-0j -0.00545534-0j -0.0043537-0j 0.0108402-0j -0.00111652-0j 
-0.000938023-0j -1.96738e-05-0j 0.00071247-0j 0.000718931-0j -0.000641625-0j 1.51119e-05-0j 0.000898799-0j 0.00173945-0j -0.000573887-0j -1.37169e-05-0j 0.00124063-0j -0.000560064-0j 3.7572e-05-0j 0.000730586-0j -8.88955e-06-0j 0.000509013-0j 0.000513629-0j -0.00141402-0j 2.67975e-05-0j -0.000334768-0j -0.00142684-0j -0.000713034-0j 0.00222243-0j 0.000476223-0j 1.11506e-05-0j -5.23441e-05-0j 0.0010118-0j 0.000663192-0j 2.1917e-05-0j -0.00311322-0j -0.00101767-0j -0.00280339-0j -0.0005939-0j 0.000171429-0j 0.00126555-0j 0.000269249-0j 0.000172984-0j -6.6242e-05-0j -0.00165087-0j 1.56319e-05-0j 0.00392703-0j 0.000653985-0j -0.000415936-0j 0.00117338-0j -0.000905564-0j 0.000277797-0j -0.000404219-0j 9.21553e-06-0j -0.00117745-0j -0.000916112-0j -0.000238812-0j -0.000839615-0j 6.64614e-05-0j -0.000288301-0j -3.01395e-05-0j 5.34006e-06-0j 
-0.000663282-0j -0.000702865-0j 0.00153147-0j -0.000529314-0j 0.000882134-0j 0.0016412-0j -0.000327496-0j -0.000420042-0j -0.0004058-0j 0.000952813-0j -0.000254938-0j 0.00125349-0j -0.000458399-0j -0.000176868-0j -0.000317588-0j -0.00212735-0j 0.000735264-0j 0.00103799-0j -0.000278218-0j 0.00115722-0j -0.000358754-0j 0.000789788-0j 0.000445638-0j -8.63208e-05-0j -0.00235454-0j 0.000829105-0j -0.00180417-0j 0.000469841-0j 0.00130722-0j -0.000165445-0j -0.00021774-0j 0.000382506-0j 0.000437068-0j -0.00288638-0j -0.00188072-0j -3.90039e-05-0j 0.000997603-0j -0.00203803-0j 0.000265371-0j 0.000793397-0j -0.000142007-0j 0.00413456-0j -0.00225225-0j 0.000220799-0j 0.00326897-0j 0.000246162-0j -1.6653e-05-0j -0.00218081-0j 0.000161063-0j -0.00153498-0j -0.000204473-0j -0.00038378-0j 1.33555e-05-0j -1.01072e-05-0j 8.28262e-06-0j -3.86003e-07-0j 
-9.47546e-05-0j -0.000100409-0j -7.48407e-05-0j -7.56163e-05-0j 0.000126019-0j -8.02032e-05-0j -4.67852e-05-0j 0.000175711-0j -5.79714e-05-0j 0.000136116-0j -4.28704e-05-0j -6.12562e-05-0j 0.000191757-0j -2.52669e-05-0j -4.53698e-05-0j 0.00010396-0j 0.000105038-0j 0.000148534-0j -4.67852e-05-0j 0.000165317-0j 0.000150073-0j -3.85958e-05-0j -0.000436499-0j -1.23315e-05-0j 0.000115063-0j 0.000277804-0j -2.0923e-05-0j 6.71202e-05-0j -0.000546834-0j 0.000162052-0j -3.66152e-05-0j -0.00018835-0j -2.13589e-05-0j 0.000141053-0j -0.000269128-0j -5.57199e-06-0j 0.000142515-0j 6.92087e-05-0j -0.00011101-0j 0.000133418-0j 6.99259e-05-0j 1.87607e-05-0j 0.000110064-0j 3.15959e-05-0j 3.79101e-05-0j 3.5166e-05-0j 6.96624e-06-0j -5.33972e-06-0j 2.70843e-05-0j -6.96498e-06-0j 9.99228e-06-0j -4.45069e-06-0j 1.90793e-06-0j -1.69964e-06-0j -4.04759e-07-0j -5.51433e-08-0j 
-5.58347e-07-0j -5.91668e-07-0j 4.24089e-07-0j -4.45573e-07-0j -3.8192e-07-0j 4.54476e-07-0j -2.75684e-07-0j -3.53589e-07-0j 1.33681e-06-0j -4.12521e-07-0j 7.38472e-07-0j 3.47112e-07-0j -3.85878e-07-0j -1.48887e-07-0j 2.35978e-06-0j 3.02984e-07-0j -3.18333e-07-0j -1.12484e-06-0j 8.05907e-07-0j 7.79803e-07-0j 1.18183e-06-0j 2.18705e-07-0j -1.92939e-07-0j -7.26643e-08-0j -1.31232e-06-0j 2.29593e-07-0j -2.35688e-06-0j 7.96049e-07-0j -2.25095e-07-0j -1.39271e-07-0j -2.46825e-06-0j 5.69862e-07-0j -4.7364e-07-0j 1.02041e-07-0j 2.67858e-07-0j 1.28489e-07-0j -1.07211e-07-0j 6.80329e-07-0j -1.14892e-07-0j 4.70112e-07-0j 4.11348e-07-0j 3.89276e-07-0j 1.27578e-07-0j 6.11428e-08-0j 5.61243e-07-0j -4.23875e-08-0j -1.40184e-08-0j 2.77147e-07-0j 2.39953e-07-0j 2.80995e-07-0j 2.91217e-08-0j 1.28112e-07-0j -5.78228e-09-0j 2.92774e-08-0j 2.29359e-09-0j -3.14402e-09-0j 
-1.23595e-05-0j 1.25787e-05-0j -9.76202e-06-0j 9.85546e-06-0j -8.45416e-06-0j 1.00474e-05-0j -5.39217e-06-0j -7.82703e-06-0j 2.95915e-05-0j 8.77006e-06-0j -5.5919e-06-0j 7.98383e-06-0j 8.20364e-06-0j -1.54505e-05-0j -5.01681e-05-0j -6.97432e-06-0j 7.04108e-06-0j 2.58925e-05-0j 5.86096e-06-0j 1.72617e-05-0j -2.61403e-05-0j -4.44831e-06-0j -4.27088e-06-0j -1.6751e-05-0j -2.90122e-05-0j 5.07574e-06-0j 1.06801e-05-0j 1.55701e-05-0j 4.78546e-06-0j -2.72403e-06-0j -1.86756e-05-0j -4.31514e-06-0j 5.11117e-05-0j -2.34887e-06-0j 6.16094e-06-0j 5.13714e-05-0j 2.37135e-06-0j 2.96085e-06-0j -1.19228e-05-0j 3.4189e-06-0j -2.75225e-06-0j -1.25858e-06-0j -2.59485e-06-0j -1.46571e-05-0j 2.54126e-06-0j -9.77139e-06-0j -8.57416e-06-0j 6.68927e-07-0j -8.51807e-06-0j -8.02741e-07-0j -1.21076e-05-0j -6.04574e-06-0j -5.00745e-06-0j -6.12567e-06-0j -2.77359e-06-0j -6.12277e-07-0j 
-0.00134059-0j 0.00554179-0j 0.00101824-0j -0.0111412-0j -0.00091699-0j -0.0042568-0j 0.00831509-0j -0.000848967-0j -0.00082018-0j 0.00386383-0j 0.00177307-0j 0.00867924-0j 0.00361428-0j 0.0066344-0j 0.00250405-0j 0.000727465-0j -0.00795965-0j 0.000690134-0j -0.00754844-0j -0.000478439-0j -0.00755118-0j -0.00659651-0j -0.000463246-0j -0.0085291-0j -0.00314094-0j -0.00215046-0j 0.00144603-0j 0.00613541-0j 0.00210833-0j 0.00420063-0j 0.0157707-0j 0.00136824-0j -0.00539317-0j 0.000245001-0j 0.00669757-0j -0.0110243-0j -0.00268071-0j -0.00637223-0j 0.00511962-0j -0.00440325-0j -0.0124069-0j 0.000934653-0j -0.00384797-0j 0.00717673-0j 0.0140334-0j -0.00497531-0j 0.000356508-0j -0.00259587-0j -0.0106923-0j -0.00847525-0j 0.00977811-0j 0.0150374-0j 0.0137569-0j -0.000744569-0j -0.0210457-0j 0.0171019-0j 
-0.000625349-0j -1.31158e-05-0j -0.000493923-0j 0.000479287-0j 0.00209112-0j -1.04764e-05-0j 0.000599199-0j -0.00039602-0j -0.000382591-0j 4.47046e-05-0j -0.00028293-0j 0.000388267-0j -8.55397e-06-0j 0.000487057-0j -5.92637e-06-0j 0.00172508-0j -0.00167397-0j -0.000334768-0j -6.11125e-06-0j -0.00146422-0j 0.000324848-0j 0.000494314-0j 0.00105639-0j 0.000317482-0j 3.77901e-05-0j -5.2925e-06-0j -0.000138085-0j -0.0021614-0j -3.2737e-05-0j 0.000302704-0j 0.000232082-0j 0.00106734-0j 0.000411724-0j -0.00420093-0j -0.00146472-0j 0.000179499-0j 0.00407645-0j -3.08729e-06-0j -0.0018374-0j -2.33884e-05-0j 0.000305841-0j 0.000311308-0j 0.0018918-0j 0.000277797-0j -0.000604166-0j 0.00121504-0j 9.20281e-05-0j -6.97493e-07-0j -0.0013127-0j 8.92037e-05-0j -0.000809352-0j 0.000114585-0j -0.000216604-0j 6.57481e-05-0j 2.08944e-05-0j 3.56004e-06-0j 
0.000135392-0j 2.83966e-06-0j -0.000102836-0j -0.000103769-0j 9.26107e-05-0j -2.18122e-06-0j -0.00012973-0j -0.000251069-0j 8.28335e-05-0j 1.97986e-06-0j -0.00017907-0j 8.08383e-05-0j -5.42305e-06-0j -0.000105451-0j 1.2831e-06-0j -7.34697e-05-0j -7.4136e-05-0j 0.000204096-0j -3.86788e-06-0j 4.83195e-05-0j 0.000205947-0j 0.000102918-0j -0.000320781-0j -6.87369e-05-0j -1.60945e-06-0j 7.55522e-06-0j -0.000146041-0j -9.57235e-05-0j -3.16344e-06-0j 0.000449354-0j 0.000146888-0j 0.000404635-0j 8.57221e-05-0j -2.47437e-05-0j -0.000182666-0j -3.88627e-05-0j -2.49681e-05-0j 9.5612e-06-0j 0.000238282-0j -2.25627e-06-0j -0.000566819-0j -9.43945e-05-0j 6.00352e-05-0j -0.000169363-0j 0.000130707-0j -4.00965e-05-0j 5.8344e-05-0j -1.33015e-06-0j 0.00016995-0j 0.000132229-0j 3.44696e-05-0j 0.000121188-0j -9.59288e-06-0j 4.16127e-05-0j 4.35026e-06-0j -7.70772e-07-0j 
0.00054718-0j -0.00112524-0j 0.000432183-0j 0.000385832-0j 0.000374281-0j -0.000898799-0j 0.00103257-0j -0.00101468-0j 0.000334768-0j -0.000784536-0j 0.000247564-0j 0.00031256-0j 0.00214893-0j 0.000178533-0j -0.000508437-0j 0.000308766-0j 0.000275652-0j -0.000857741-0j -0.000524299-0j 0.000195281-0j -0.00076575-0j 0.000851826-0j -0.00129642-0j -0.000894561-0j -0.000663192-0j 0.00311322-0j 0.000120824-0j 0.000761896-0j 0.00125354-0j -0.00357657-0j 0.000186829-0j -0.000559407-0j 0.000150919-0j 0.000103989-0j -0.000706275-0j -0.00138958-0j 9.28362e-05-0j 0.000775589-0j -0.000403422-0j -0.000305841-0j -0.00154329-0j 5.57199e-05-0j 0.000496899-0j 0.00229204-0j 9.94881e-05-0j -0.000521827-0j 0.0038739-0j -5.98397e-05-0j 9.84276e-05-0j 0.00015372-0j -0.00128165-0j -0.000322864-0j -0.00100612-0j -0.000945161-0j -0.000683898-0j -0.000205918-0j 
1.11669e-05-0j 1.18334e-05-0j 8.82006e-06-0j 8.91146e-06-0j -1.48515e-05-0j 9.45204e-06-0j 5.51369e-06-0j -2.07078e-05-0j 6.83199e-06-0j -1.60414e-05-0j 5.05233e-06-0j 7.21911e-06-0j -2.25988e-05-0j 2.97773e-06-0j 5.34688e-06-0j -1.22519e-05-0j -1.23788e-05-0j -1.75049e-05-0j 5.51369e-06-0j -1.94828e-05-0j -1.76863e-05-0j 4.54856e-06-0j 5.14419e-05-0j 1.45329e-06-0j -1.35603e-05-0j -3.27395e-05-0j 2.4658e-06-0j -7.91019e-06-0j 6.4445e-05-0j -1.90981e-05-0j 4.31514e-06-0j 2.21973e-05-0j 2.51717e-06-0j -1.66233e-05-0j 3.1717e-05-0j 6.56665e-07-0j -1.67955e-05-0j -8.15632e-06-0j 1.30826e-05-0j -1.57234e-05-0j -8.24085e-06-0j -2.21096e-06-0j -1.29712e-05-0j -3.72361e-06-0j -4.46775e-06-0j -4.14435e-06-0j -8.20979e-07-0j 6.29292e-07-0j -3.19192e-06-0j 8.20831e-07-0j -1.1776e-06-0j 5.24519e-07-0j -2.24852e-07-0j 2.00304e-07-0j 4.77014e-08-0j 6.49871e-09-0j 
0.000947744-0j -0.000964547-0j -0.000719854-0j -0.000755728-0j -0.00126045-0j 0.000740895-0j 0.000413478-0j 0.000600186-0j 0.000579834-0j 0.00130755-0j -0.00125349-0j 0.00058873-0j -0.000629065-0j 0.00118476-0j -0.000435829-0j 0.000999941-0j 0.00104977-0j -0.000487897-0j 0.0013138-0j -0.00165352-0j -0.000512211-0j -0.00032802-0j -0.000636758-0j 0.00128448-0j -0.00106292-0j 0.000374287-0j -0.00102229-0j -0.000593194-0j 0.00179391-0j 0.000208881-0j 0.00106975-0j 0.00188072-0j -0.000963106-0j 0.00135672-0j -0.000883323-0j 0.00100661-0j 0.00142433-0j 0.00110908-0j -0.00177761-0j -0.00374658-0j -0.00061695-0j 0.00128473-0j 0.000935416-0j -0.00108082-0j -0.00185082-0j -0.00366297-0j 0.000657476-0j 0.000451811-0j 0.00371253-0j -0.000421442-0j 0.00173592-0j -0.00226463-0j -0.000746574-0j -0.00137314-0j -0.000204525-0j 4.69501e-05-0j 
5.64133e-07-0j -5.74135e-07-0j 4.45573e-07-0j -4.49838e-07-0j 3.85878e-07-0j -4.58598e-07-0j 2.46118e-07-0j 3.57253e-07-0j -1.35066e-06-0j -4.00297e-07-0j 2.55234e-07-0j -3.6441e-07-0j -3.74443e-07-0j 7.05217e-07-0j 2.28985e-06-0j 3.18333e-07-0j -3.2138e-07-0j -1.18183e-06-0j -2.67515e-07-0j -7.87884e-07-0j 1.19314e-06-0j 2.03037e-07-0j 1.94938e-07-0j 7.64573e-07-0j 1.32422e-06-0j -2.31675e-07-0j -4.87479e-07-0j -7.10675e-07-0j -2.18425e-07-0j 1.24334e-07-0j 8.52419e-07-0j 1.96958e-07-0j -2.33292e-06-0j 1.07211e-07-0j -2.81207e-07-0j -2.34477e-06-0j -1.08237e-07-0j -1.35144e-07-0j 5.442e-07-0j -1.56051e-07-0j 1.25623e-07-0j 5.74462e-08-0j 1.18438e-07-0j 6.69001e-07-0j -1.15992e-07-0j 4.46001e-07-0j 3.91355e-07-0j -3.05322e-08-0j 3.88795e-07-0j 3.66399e-08-0j 5.52633e-07-0j 2.75949e-07-0j 2.28558e-07-0j 2.79598e-07-0j 1.26596e-07-0j 3.07948e-08-0j 
0.000295573-0j -0.00183587-0j 0.000233454-0j 0.00651741-0j 0.000202177-0j -0.00146643-0j -0.0140537-0j 0.00018718-0j 0.000180833-0j -0.00128-0j 0.000133728-0j 0.00527971-0j -0.00119733-0j 0.0157648-0j -0.000829537-0j 0.000166788-0j 0.00465627-0j 0.000158229-0j -0.000855416-0j 0.000105486-0j 0.00441732-0j -0.0115937-0j 0.000102136-0j -0.000407438-0j -0.00108203-0j -0.000740812-0j 6.5266e-05-0j -0.0103698-0j -0.000698444-0j -0.00709969-0j 0.00315589-0j 0.000103195-0j 0.0133264-0j 5.6172e-05-0j 0.00407423-0j -0.0168618-0j 0.00156817-0j -0.00043214-0j 0.0121653-0j -0.000498993-0j -0.00717327-0j 3.00984e-05-0j -0.00676302-0j -0.000356508-0j 0.00168054-0j -0.000237672-0j 0.000319791-0j -9.76309e-05-0j 0.00869133-0j -0.0020922-0j -0.0155522-0j -0.000147052-0j 0.0205073-0j 0.00022847-0j 0.0163236-0j -0.0359347-0j 
-0.000541568-0j -0.000573887-0j 0.00125044-0j -0.000432183-0j 0.000720259-0j 0.00134004-0j -0.0002674-0j -0.000342963-0j -0.000331334-0j 0.000777969-0j -0.000208156-0j 0.00102347-0j -0.000374281-0j -0.000144412-0j -0.00025931-0j -0.00173697-0j 0.000600341-0j 0.000847513-0j -0.000227164-0j 0.000944867-0j -0.000292922-0j 0.00064486-0j 0.000363862-0j -7.04807e-05-0j -0.00192248-0j 0.000676961-0j -0.0014731-0j 0.000383624-0j 0.00106734-0j -0.000135085-0j -0.000177784-0j 0.000312315-0j 0.000356864-0j -0.00235672-0j -0.0015356-0j -3.18466e-05-0j 0.00081454-0j -0.00166405-0j 0.000216674-0j 0.000647806-0j -0.000115948-0j 0.00337586-0j -0.00183895-0j 0.000180281-0j 0.0026691-0j 0.00020099-0j -1.35971e-05-0j -0.00178062-0j 0.000131507-0j -0.0012533-0j -0.000166951-0j -0.000313355-0j 1.09047e-05-0j -8.25253e-06-0j 6.76273e-06-0j -3.1517e-07-0j 
9.02613e-05-0j 1.89311e-06-0j 7.12917e-05-0j -6.91792e-05-0j -0.000301827-0j 1.51214e-06-0j -8.6487e-05-0j 5.71605e-05-0j 5.52223e-05-0j -6.45255e-06-0j 4.08375e-05-0j -5.60415e-05-0j 1.23466e-06-0j -7.03006e-05-0j 8.55397e-07-0j -0.000248994-0j 0.000241616-0j 4.83195e-05-0j 8.82083e-07-0j 0.000211342-0j -4.68877e-05-0j -7.13481e-05-0j -0.000152477-0j -4.58246e-05-0j -5.45453e-06-0j 7.63907e-07-0j 1.99308e-05-0j 0.000311972-0j 4.72518e-06-0j -4.36916e-05-0j -3.34982e-05-0j -0.000154057-0j -5.94273e-05-0j 0.000606352-0j 0.000211414-0j -2.59085e-05-0j -0.000588385-0j 4.45612e-07-0j 0.000265206-0j 3.37583e-06-0j -4.41444e-05-0j -4.49334e-05-0j -0.000273057-0j -4.00965e-05-0j 8.72039e-05-0j -0.000175376-0j -1.32831e-05-0j 1.00674e-07-0j 0.000189472-0j -1.28754e-05-0j 0.00011682-0j -1.6539e-05-0j 3.12641e-05-0j -9.48991e-06-0j -3.01584e-06-0j -5.13848e-07-0j 
0.000473872-0j 9.93882e-06-0j -0.00182834-0j -0.000363191-0j 0.000324137-0j -3.87803e-05-0j -0.000454057-0j 0.000300093-0j 0.000289917-0j 6.92951e-06-0j 0.00264104-0j 0.00143724-0j 6.48196e-06-0j -0.000369078-0j 4.49084e-06-0j -0.00130623-0j -0.000259476-0j -0.0012392-0j 5.70461e-05-0j 0.000169118-0j -0.000246161-0j 0.00182979-0j 0.000163748-0j -0.000240579-0j -2.86146e-05-0j -1.95911e-05-0j 0.00076584-0j -0.000335032-0j 3.78114e-06-0j -0.000229381-0j -0.0021664-0j 0.00203803-0j 0.00152407-0j -0.000439923-0j 0.00110908-0j -0.000136019-0j -8.73883e-05-0j 1.71226e-05-0j -0.000284809-0j 3.32769e-05-0j -0.00285491-0j -0.00314498-0j 0.00106738-0j 0.00102831-0j -0.000685427-0j -0.000140338-0j -6.97363e-05-0j -0.000132375-0j -0.00250653-0j 0.00440554-0j 0.00061284-0j -0.000635509-0j -3.35751e-05-0j -0.000613732-0j 7.73441e-05-0j -2.6977e-06-0j 
0.000117253-0j 2.45922e-06-0j -8.90588e-05-0j -8.98664e-05-0j 8.02032e-05-0j -1.88899e-06-0j -0.00011235-0j -0.000217432-0j 7.17359e-05-0j 1.71461e-06-0j -0.000155079-0j 7.0008e-05-0j -4.6965e-06-0j -9.13232e-05-0j 1.11119e-06-0j -6.36267e-05-0j -6.42037e-05-0j 0.000176752-0j -3.34969e-06-0j 4.18459e-05-0j 0.000178355-0j 8.91292e-05-0j -0.000277804-0j -5.95279e-05-0j -1.39382e-06-0j 6.54301e-06-0j -0.000126475-0j -8.2899e-05-0j -2.73962e-06-0j 0.000389152-0j 0.000127208-0j 0.000350424-0j 7.42375e-05-0j -2.14287e-05-0j -0.000158193-0j -3.36561e-05-0j -2.1623e-05-0j 8.28024e-06-0j 0.000206358-0j -1.95398e-06-0j -0.000490879-0j -8.17481e-05-0j 5.1992e-05-0j -0.000146673-0j 0.000113195-0j -3.47246e-05-0j 5.05274e-05-0j -1.15194e-06-0j 0.000147181-0j 0.000114514-0j 2.98515e-05-0j 0.000104952-0j -8.30768e-06-0j 3.60377e-05-0j 3.76744e-06-0j -6.67508e-07-0j 
